index,brand_name,brand_type,type
52,ALPINA,5,100
53,ALPINA,5,110
54,ALPINA B4,5,111
55,爱驰,6,100
56,爱驰,6,110
57,爱驰U5,6,111
58,艾康尼克,7,100
59,艾康尼克,7,110
60,艾康尼克七系,7,111
61,奔驰,8,100
62,进口奔驰,8,110
63,奔驰B级,8,111
64,奔驰CLA级,8,111
65,奔驰C级,8,111
66,奔驰C级旅行版,8,111
67,奔驰E级,8,111
68,奔驰CLS级,8,111
69,奔驰S级,8,111
70,奔驰GLC,8,111
71,奔驰GLE,8,111
72,奔驰GLS,8,111
73,奔驰G级,8,111
74,奔驰R级,8,111
75,奔驰SLC级,8,111
76,奔驰SL级,8,111
77,梅赛德斯-AMG,8,120
78,奔驰A级AMG,8,121
79,奔驰CLA AMG,8,121
80,奔驰C AMG,8,121
81,奔驰E AMG,8,121
82,奔驰S AMG,8,121
83,奔驰GLA AMG,8,121
84,奔驰GLC AMG,8,121
85,奔驰GLE AMG,8,121
86,奔驰GLS AMG,8,121
87,奔驰G AMG,8,121
88,奔驰AMG GT,8,121
89,梅赛德斯-迈巴赫,8,130
90,迈巴赫S级,8,131
91,迈巴赫G级,8,131
92,北京奔驰,8,140
93,奔驰A级,8,141
94,奔驰A级AMG,8,141
95,奔驰C级,8,141
96,奔驰E级,8,141
97,奔驰GLA,8,141
98,奔驰GLC,8,141
99,奔驰EQC,8,141
100,福建奔驰,8,150
101,奔驰V级,8,151
102,威霆,8,151
103,凌特,8,151
104,梅赛德斯-EQ,8,160
105,奔驰EQC,8,161
106,宝马,9,100
107,华晨宝马,9,110
108,宝马1系,9,111
109,宝马2系旅行车,9,111
110,宝马3系,9,111
111,宝马5系,9,111
112,宝马5系Le,9,111
113,宝马X1,9,111
114,宝马X1插电混动,9,111
115,宝马X3,9,111
116,进口宝马,9,120
117,宝马1系两厢,9,121
118,宝马2系,9,121
119,宝马2系Gran Tourer,9,121
120,宝马3系GT,9,121
121,宝马4系,9,121
122,宝马5系,9,121
123,宝马6系,9,121
124,宝马6系GT,9,121
125,宝马7系,9,121
126,宝马X2,9,121
127,宝马X4,9,121
128,宝马X5,9,121
129,宝马X6,9,121
130,宝马X7,9,121
131,宝马Z4,9,121
132,宝马8系,9,121
133,宝马M,9,130
134,宝马M2,9,131
135,宝马M3,9,131
136,宝马M4,9,131
137,宝马M5,9,131
138,宝马M6,9,131
139,宝马X3M,9,131
140,宝马X4M,9,131
141,宝马X5M,9,131
142,宝马X6M,9,131
143,宝马i,10,100
144,宝马i,10,110
145,宝马i3,10,111
146,宝马i8,10,111
147,宝骏,11,100
148,上汽通用五菱,11,110
149,宝骏E100,11,111
150,宝骏E200,11,111
151,宝骏310,11,111
152,宝骏310W,11,111
153,宝骏510,11,111
154,宝骏530,11,111
155,宝骏RS-5,11,111
156,宝骏360,11,111
157,宝骏730,11,111
158,宝骏RC-6,11,111
159,宝骏CN202M,11,111
160,保时捷,12,100
161,保时捷,12,110
162,Panamera,12,111
163,Panamera新能源,12,111
164,Macan,12,111
165,Cayenne,12,111
166,Cayenne新能源,12,111
167,保时捷718,12,111
168,保时捷911,12,111
169,别克,13,100
170,上汽通用别克,13,110
171,凯越,13,111
172,英朗,13,111
173,阅朗,13,111
174,威朗两厢,13,111
175,威朗,13,111
176,君威,13,111
177,君越,13,111
178,VELITE 5,13,111
179,VELITE 6,13,111
180,别克GL6,13,111
181,别克GL8,13,111
182,昂科拉,13,111
183,昂科拉GX,13,111
184,昂科威,13,111
185,进口别克,13,120
186,昂科雷,13,121
187,本田,14,100
188,广汽本田,14,110
189,飞度,14,111
190,锋范,14,111
191,凌派,14,111
192,雅阁,14,111
193,缤智,14,111
194,冠道,14,111
195,奥德赛,14,111
196,东风本田,14,120
197,竞瑞,14,121
198,哥瑞,14,121
199,享域,14,121
200,思域,14,121
201,杰德,14,121
202,思铂睿,14,121
203,本田INSPIRE,14,121
204,本田XR-V,14,121
205,本田CR-V,14,121
206,本田UR-V,14,121
207,艾力绅,14,121
208,标致,15,100
209,东风标致,15,110
210,标致301,15,111
211,标致308,15,111
212,标致408,15,111
213,标致508,15,111
214,标致508L PHEV,15,111
215,标致2008,15,111
216,标致3008,15,111
217,标致4008,15,111
218,标致5008,15,111
219,奔腾,16,100
220,一汽奔腾,16,110
221,奔腾B30,16,111
222,奔腾B30EV,16,111
223,奔腾B50,16,111
224,奔腾B70,16,111
225,奔腾B90,16,111
226,奔腾X40,16,111
227,奔腾X40EV,16,111
228,奔腾T33,16,111
229,奔腾T77,16,111
230,奔腾X80,16,111
231,宝沃,17,100
232,宝沃,17,110
233,宝沃BX3,17,111
234,宝沃BX5,17,111
235,宝沃BX6,17,111
236,宝沃BX7,17,111
237,宝沃BXi7,17,111
238,比亚迪,18,100
239,比亚迪,18,110
240,比亚迪F3,18,111
241,速锐,18,111
242,比亚迪e1,18,111
243,比亚迪e2,18,111
244,比亚迪e5,18,111
245,秦,18,111
246,秦DM,18,111
247,秦EV,18,111
248,秦Pro,18,111
249,秦Pro DM,18,111
250,秦Pro EV,18,111
251,比亚迪S2,18,111
252,元,18,111
253,元EV,18,111
254,宋,18,111
255,宋DM,18,111
256,宋EV,18,111
257,宋Pro,18,111
258,宋Pro DM,18,111
259,宋Pro EV,18,111
260,宋MAX,18,111
261,宋MAX DM,18,111
262,宋MAX EV,18,111
263,唐,18,111
264,唐DM,18,111
265,唐EV,18,111
266,比亚迪e6,18,111
267,比亚迪e-SEED GT,18,111
268,宾利,19,100
269,宾利,19,110
270,欧陆,19,111
271,飞驰,19,111
272,慕尚,19,111
273,添越,19,111
274,添越PHEV,19,111
275,北京,20,100
276,北京汽车,20,110
277,北京BJ20,20,111
278,北京BJ40,20,111
279,北京BJ80,20,111
280,北京BJ90,20,111
281,北京汽车,21,100
282,北京汽车,21,110
283,绅宝D50,21,111
284,绅宝D70,21,111
285,绅宝X25,21,111
286,绅宝X35,21,111
287,绅宝X55,21,111
288,绅宝X65,21,111
289,智道,21,111
290,智达X3,21,111
291,智行,21,111
292,北汽新能源,22,100
293,北汽新能源,22,110
294,EC系列,22,111
295,EC3,22,111
296,EC5,22,111
297,EU系列,22,111
298,EU5,22,111
299,EU7,22,111
300,EX360,22,111
301,EX3,22,111
302,EX5,22,111
303,北汽制造,23,100
304,北京汽车,23,110
305,BJ 212,23,111
306,战旗,23,111
307,北京BW007,23,111
308,勇士,23,111
309,勇士皮卡,23,111
310,锐铃,23,111
311,北汽昌河,24,100
312,北汽昌河,24,110
313,昌河北斗星,24,111
314,北斗星X5E,24,111
315,北汽昌河A6,24,111
316,北汽昌河Q25,24,111
317,北汽昌河Q35,24,111
318,北汽昌河Q7,24,111
319,北汽昌河M50,24,111
320,北汽昌河M70,24,111
321,北汽幻速,25,100
322,北汽幻速,25,110
323,幻速S2,25,111
324,幻速S3,25,111
325,幻速S3L,25,111
326,幻速S3X,25,111
327,幻速S5,25,111
328,幻速S6,25,111
329,幻速S7,25,111
330,幻速C60,25,111
331,幻速H2,25,111
332,幻速H2V,25,111
333,幻速H3,25,111
334,幻速H3F,25,111
335,幻速H5,25,111
336,幻速H6,25,111
337,北汽威旺,26,100
338,北京汽车,26,110
339,威旺S50,26,111
340,威旺M20,26,111
341,威旺M30,26,111
342,威旺M35,26,111
343,威旺M50F,26,111
344,威旺M60,26,111
345,威旺306,26,111
346,威旺407EV,26,111
347,北汽道达,27,100
348,北汽瑞丽,27,110
349,道达V8,27,111
350,北京清行,28,100
351,北京清行,28,110
352,竞克400,28,111
353,比速汽车,29,100
354,比速汽车,29,110
355,比速T3,29,111
356,比速T5,29,111
357,比速T7,29,111
358,比速M3,29,111
359,博郡汽车,30,100
360,博郡汽车,30,110
361,博郡iV6,30,111
362,博郡iV7,30,111
363,拜腾,31,100
364,拜腾汽车,31,110
365,K-Byte Concept,31,111
366,M-Byte Concept,31,111
367,长城,32,100
368,长城汽车,32,110
369,长城C30EV,32,111
370,风骏5,32,111
371,风骏6,32,111
372,风骏7,32,111
373,炮,32,111
374,炮EV,32,111
375,长安,33,100
376,长安汽车,33,110
377,奔奔,33,111
378,悦翔,33,111
379,逸动XT,33,111
380,逸动DT,33,111
381,逸动,33,111
382,睿骋,33,111
383,睿骋CC,33,111
384,长安CS15,33,111
385,长安CS35,33,111
386,长安CS35PLUS,33,111
387,长安CS55,33,111
388,长安CS75,33,111
389,长安CS75 PLUS,33,111
390,长安CS85 COUPE,33,111
391,长安CS95,33,111
392,凌轩,33,111
393,长安新能源,34,100
394,长安新能源,34,110
395,奔奔EV,34,111
396,逸动ET,34,111
397,逸动EV,34,111
398,逸动PHEV,34,111
399,长安CS15EV,34,111
400,长安CS75 PHEV,34,111
401,长安欧尚,35,100
402,长安欧尚,35,110
403,欧尚E01,35,111
404,尼欧II,35,111
405,长安欧尚X70A,35,111
406,长安欧尚CX70,35,111
407,长安欧尚X7,35,111
408,长安欧尚科赛,35,111
409,长安欧尚科尚,35,111
410,长安欧尚A600,35,111
411,长安欧尚A600 EV,35,111
412,长安欧尚A800,35,111
413,欧尚长行,35,111
414,欧诺S,35,111
415,长安之星9,35,111
416,长安轻型车,36,100
417,长安轻型车,36,110
418,睿行ES30,36,111
419,睿行S50,36,111
420,睿行S50T,36,111
421,睿行M60,36,111
422,睿行M70,36,111
423,睿行M80,36,111
424,睿行EM80,36,111
425,睿行M90,36,111
426,神骐F30,36,111
427,凯程F70,36,111
428,成功,37,100
429,航天成功,37,110
430,成功V1,37,111
431,成功V2,37,111
432,成功X1,37,111
433,成功BEV6,37,111
434,长江EV,38,100
435,长江EV,38,110
436,逸酷,38,111
437,昶洧,39,100
438,昶洧,39,110
439,昶洧TP-488c,39,111
440,刺猬汽车,40,100
441,刺猬汽车,40,110
442,思迈尔,40,111
443,DS,41,100
444,长安DS,41,110
445,DS 4S,41,111
446,DS 5LS,41,111
447,DS 5,41,111
448,DS 6,41,111
449,DS 7,41,111
450,大众,42,100
451,一汽-大众,42,110
452,捷达,42,111
453,宝来,42,111
454,宝来新能源,42,111
455,高尔夫,42,111
456,高尔夫GTI,42,111
457,高尔夫新能源,42,111
458,高尔夫·嘉旅,42,111
459,C-TREK蔚领,42,111
460,速腾,42,111
461,迈腾,42,111
462,大众CC,42,111
463,T-ROC探歌,42,111
464,探岳,42,111
465,上汽大众,42,120
466,POLO,42,121
467,POLO GTI,42,121
468,新桑塔纳,42,121
469,桑塔纳·浩纳,42,121
470,朗逸两厢,42,121
471,朗逸,42,121
472,朗逸新能源,42,121
473,凌渡,42,121
474,帕萨特,42,121
475,帕萨特PHEV,42,121
476,辉昂,42,121
477,大众T-Cross,42,121
478,途岳,42,121
479,途观,42,121
480,途观L,42,121
481,途观L PHEV,42,121
482,途昂,42,121
483,途昂X,42,121
484,途安L,42,121
485,进口大众,42,130
486,甲壳虫,42,131
487,大众e-Golf,42,131
488,高尔夫旅行版,42,131
489,蔚揽,42,131
490,蔚揽GTE,42,131
491,大众Tiguan,42,131
492,途锐,42,131
493,夏朗,42,131
494,凯路威,42,131
495,迈特威,42,131
496,大众R,42,140
497,高尔夫R,42,141
498,道奇,43,100
499,进口道奇,43,110
500,酷威,43,111
501,东南,44,100
502,东南汽车,44,110
503,V3菱悦,44,111
504,V5菱致,44,111
505,V6菱仕,44,111
506,A5翼舞,44,111
507,东南DX3,44,111
508,东南DX3 EV,44,111
509,东南DX7,44,111
510,电咖,45,100
511,电咖,45,110
512,电咖·EV10,45,111
513,东风,46,100
514,郑州日产,46,110
515,帅客,46,111
516,帅客EV,46,111
517,俊风,46,111
518,锐骐6,46,111
519,锐骐皮卡,46,111
520,锐骐多功能商用车,46,111
521,东风汽车,46,120
522,俊风ER30,46,121
523,俊风E11K,46,121
524,俊风E17,46,121
525,御风S16,46,121
526,御风,46,121
527,御风P16,46,121
528,东风启辰,47,100
529,东风启辰,47,110
530,启辰e30,47,111
531,启辰D60,47,111
532,启辰D60EV,47,111
533,启辰T60,47,111
534,启辰T60EV,47,111
535,启辰T70,47,111
536,启辰T90,47,111
537,启辰M50V,47,111
538,东风风神,48,100
539,东风乘用车,48,110
540,风神EX1,48,111
541,风神A30,48,111
542,风神A60,48,111
543,奕炫,48,111
544,风神E70,48,111
545,风神L60,48,111
546,东风A9,48,111
547,风神AX3,48,111
548,风神AX4,48,111
549,风神AX5,48,111
550,风神AX7,48,111
551,风神AX7 PHEV,48,111
552,风神AX7 FCV,48,111
553,东风风行,49,100
554,风行汽车,49,110
555,景逸S50,49,111
556,风行S50 EV,49,111
557,景逸X3,49,111
558,景逸X5,49,111
559,景逸X6,49,111
560,风行SX6,49,111
561,风行T5,49,111
562,风行T5L,49,111
563,风行S500,49,111
564,风行F600,49,111
565,菱智V3,49,111
566,菱智M3,49,111
567,菱智M5,49,111
568,菱智M5 EV,49,111
569,风行M6,49,111
570,风行M7,49,111
571,风行CM7,49,111
572,东风风度,50,100
573,郑州日产,50,110
574,风度MX5,50,111
575,风度MX6,50,111
576,东风风光,51,100
577,东风小康,51,110
578,风光E3,51,111
579,风光ix5,51,111
580,风光S560,51,111
581,风光580,51,111
582,风光580 PHEV,51,111
583,风光330,51,111
584,风光370,51,111
585,东风小康,52,100
586,东风小康,52,110
587,小康C36,52,111
588,小康EC36,52,111
589,小康C37,52,111
590,小康K05S,52,111
591,小康K07S,52,111
592,东风富康,53,100
593,东风富康,53,110
594,富康ES500,53,111
595,大乘汽车,54,100
596,大乘汽车,54,110
597,大乘E20,54,111
598,大乘G60,54,111
599,大乘G60E,54,111
600,大乘G60s,54,111
601,大乘G70s,54,111
602,丰田,55,100
603,广汽丰田,55,110
604,YARiS L 致炫,55,111
605,YARiS L 致享,55,111
606,雷凌,55,111
607,雷凌双擎E+,55,111
608,凯美瑞,55,111
609,丰田C-HR,55,111
610,丰田C-HR EV,55,111
611,汉兰达,55,111
612,一汽丰田,55,120
613,威驰,55,121
614,威驰FS,55,121
615,卡罗拉,55,121
616,卡罗拉双擎,55,121
617,卡罗拉双擎E+,55,121
618,皇冠,55,121
619,亚洲龙,55,121
620,奕泽 IZOA,55,121
621,奕泽 IZOA EV,55,121
622,RAV4荣放,55,121
623,普拉多,55,121
624,进口丰田,55,130
625,丰田86,55,131
626,普瑞维亚,55,131
627,威尔法,55,131
628,埃尔法,55,131
629,福特,56,100
630,长安福特,56,110
631,福睿斯,56,111
632,福克斯两厢,56,111
633,福克斯三厢,56,111
634,蒙迪欧,56,111
635,蒙迪欧插电混动版,56,111
636,金牛座,56,111
637,翼搏,56,111
638,翼虎,56,111
639,ESCAPE,56,111
640,锐界,56,111
641,江铃福特,56,120
642,领界,56,121
643,领界EV,56,121
644,撼路者,56,121
645,途睿欧,56,121
646,新全顺,56,121
647,新世代全顺,56,121
648,进口福特,56,130
649,福克斯ST,56,131
650,福克斯RS,56,131
651,Mustang,56,131
652,福特GT,56,131
653,探险者,56,131
654,福特Ranger,56,131
655,福特F-150,56,131
656,菲亚特,57,100
657,广汽菲亚特,57,110
658,菲翔,57,111
659,致悦,57,111
660,法拉利,58,100
661,法拉利,58,110
662,Portofino,58,111
663,California T,58,111
664,法拉利488,58,111
665,GTC4Lusso,58,111
666,812 Superfast,58,111
667,SF90 Stradale,58,111
668,F8 Tributo,58,111
669,F12 berlinetta,58,111
670,福田,59,100
671,福田汽车,59,110
672,风景V3,59,111
673,风景V5,59,111
674,风景V5纯电动,59,111
675,风景,59,111
676,风景G7,59,111
677,风景G9,59,111
678,蒙派克,59,111
679,图雅诺,59,111
680,萨普,59,111
681,福田乘用车,60,100
682,福田汽车,60,110
683,迦途GT,60,111
684,萨瓦纳,60,111
685,伽途ix5,60,111
686,伽途ix7,60,111
687,伽途im6,60,111
688,伽途im8,60,111
689,拓陆者,60,111
690,福迪,61,100
691,福迪汽车,61,110
692,揽福,61,111
693,雄狮F16,61,111
694,雄狮F22,61,111
695,福汽启腾,62,100
696,新龙马,62,110
697,启腾V60,62,111
698,启腾EX80,62,111
699,启腾M70,62,111
700,启腾M70EV,62,111
701,法拉第未来,63,100
702,法拉第未来,63,110
703,FF91,63,111
704,观致,64,100
705,观致汽车,64,110
706,观致3轿车,64,111
707,观致3 EV,64,111
708,观致3五门版,64,111
709,观致3都市SUV,64,111
710,观致5 SUV,64,111
711,Model Young,64,111
712,广汽传祺,65,100
713,广汽乘用车,65,110
714,传祺GA4,65,111
715,传祺GA6,65,111
716,传祺GA8,65,111
717,传祺GS3,65,111
718,传祺GS4,65,111
719,传祺GS5,65,111
720,传祺GS7,65,111
721,传祺GS8,65,111
722,传祺GM6,65,111
723,传祺GM8,65,111
724,广汽新能源,66,100
725,广汽新能源,66,110
726,传祺Aion S,66,111
727,传祺GE3,66,111
728,传祺GA3S PHEV,66,111
729,传祺GS4 PHEV,66,111
730,广汽集团,67,100
731,广汽丰田,67,110
732,广汽丰田ix4,67,111
733,广汽本田,67,120
734,世锐PHEV,67,121
735,国金汽车,68,100
736,国金汽车,68,110
737,国金GM3,68,111
738,国机智骏,69,100
739,国机智骏,69,110
740,GC1,69,111
741,GC2,69,111
742,GX5,69,111
743,GMC,70,100
744,GMC,70,110
745,YUKON,70,111
